0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.055416454402544889e-05,1.055374354106860722e-07,0.000000000000000000e+00,1.028305006797652659e-05,-1.708410579213435540e-06,0.000000000000000000e+00,4.110832908805089371e-04,2.110748708213721285e-06,0.000000000000000000e+00,2.056610013595305114e-04,-3.416821158426870995e-05,0.000000000000000000e+00,2.615863724664750922e-01,-0.000000000000000000e+00,0.000000000000000000e+00,6.238249988250001762e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.191316656863477825e-04,5.806619995333994223e-07,1.574908879650541387e-10,5.660268866353494814e-05,-9.775014856529532075e-06,-5.560062994543642912e-11,1.971550022848950461e-03,9.502491279706055634e-06,-3.161137507959539379e-10,9.263927719092685496e-04,-1.613320855492270784e-04,5.469733143663507059e-10,9.936651628596028241e-01,-3.773277487831209908e-08,5.282449215795235653e-08,2.369876987385996676e-03,4.225959372636188919e-08,3.018621990264968323e-08
1.500000000000000222e-01,3.841337296255198765e-04,1.760078404834407818e-06,2.450112158269957990e-09,1.716642720718272817e-04,-3.107138346811523386e-05,-5.970258911157118064e-10,5.300041278977126250e-03,2.358832802581836965e-05,-7.290719633887624008e-09,2.301231668059997883e-03,-4.259273721623296977e-04,1.328012922529415937e-08,2.121329354711432469e+00,-1.012558503845065056e-06,1.417548974950943106e-06,5.060354243448859576e-03,1.134039179960754527e-06,8.100468030760520451e-07
2.000000000000000111e-01,9.293681650181791036e-04,3.973529603977647197e-06,1.697025729082288114e-08,3.877919181395008026e-04,-7.405526125925402596e-05,-2.838885992299037701e-09,1.090468871158611214e-02,4.426902152884064649e-05,-5.602027202009261616e-08,4.322552919960316598e-03,-8.596775508529649022e-04,1.027387197706170137e-07,3.575310944637931865e+00,-7.840157102332410825e-06,1.097600253303808282e-05,8.531417186526503785e-03,8.780802026430466594e-06,6.272125681865929337e-06
2.500000000000000000e-01,1.888985812707540731e-03,7.487391149866339858e-06,7.658294519589515326e-08,7.312867086348118998e-04,-1.482127096897906007e-04,-8.406264009229503344e-09,1.919235298925320646e-02,7.027719129820696219e-05,-2.562939014294656527e-07,6.869895801660348342e-03,-1.483148900270537477e-03,4.638056173477574278e-07,5.292078883093285668e+00,-3.429507843273367219e-05,4.801231853476375851e-05,1.263322925045169687e-02,3.840985482781101223e-05,2.743606274618693843e-05
3.000000000000000444e-01,3.412874655937629502e-03,1.246563485909858029e-05,2.630981682315039960e-07,1.218710564804461249e-03,-2.635713251193438152e-04,-1.679815958037212955e-08,3.047777708189056481e-02,9.956452832440155891e-05,-8.596998976216251441e-07,9.748477098517276118e-03,-2.307171814413620532e-03,1.519366428721134409e-06,7.213837140601603082e+00,-1.079466642093537365e-04,1.511233036198519940e-04,1.722979762200592402e-02,1.208986428958815979e-04,8.635733136748300004e-05
3.500000000000000333e-01,5.662499703387465118e-03,1.894985327539991268e-05,7.469171766558248353e-07,1.855088800955595647e-03,-4.302778332488686806e-04,-1.905026120868986559e-08,4.499250193442357049e-02,1.296823681533297308e-04,-2.340400096364219082e-06,1.272756471115090056e-02,-3.334127741466507214e-03,4.018296650180408330e-06,9.288438912411390191e+00,-2.743793006904198255e-04,3.841269218990870054e-04,2.219864666928746816e-02,3.073015375192696044e-04,2.195034405523358658e-04
4.000000000000000222e-01,8.807170194820808373e-03,2.685609861478730409e-05,1.840703840340137904e-06,2.633831157424920428e-03,-6.582335956196439224e-04,1.400976308320919638e-08,6.289341341628550131e-02,1.581162125253470949e-04,-5.479236896592382653e-06,1.557484741388640015e-02,-4.559106176067160253e-03,9.118758073753635389e-06,1.146923225986167516e+01,-6.003029719522837799e-04,8.404171810610134999e-04,2.743035574088117934e-02,6.723337448488108867e-04,4.802423775618270456e-04
4.500000000000000111e-01,1.302071040387407785e-02,3.598498721109355953e-05,4.066236398444069970e-06,3.538036107483932824e-03,-9.567819984355862423e-04,1.501815837823288255e-07,8.427081522596030494e-02,1.825470933142921105e-04,-1.144006626488645002e-05,1.808410079383745636e-02,-5.970940172767547766e-03,1.844992990173957337e-05,1.371485160315404705e+01,-1.175304497583943945e-03,1.645415909469307922e-03,3.282799124292172521e-02,1.316332727575446424e-03,9.402435980671551563e-04
5.000000000000000000e-01,1.847850664168136647e-02,4.604087505371148392e-05,8.232335341391301399e-06,4.542768600381764249e-03,-1.334442285205035073e-03,5.216620801981716185e-07,1.091559545449079099e-01,2.010253943132330736e-04,-2.182783743941598594e-05,2.009465696647256758e-02,-7.553132174897150310e-03,3.415301889319900661e-05,1.598896833233724557e+01,-2.112119507936494490e-03,2.956953490382939996e-03,3.830646056016070999e-02,2.365562792306352344e-03,1.689695606349195635e-03
5.500000000000000444e-01,2.535490125016104379e-02,5.665587023532778107e-05,1.552070427044964398e-05,5.617882814751271915e-03,-1.798685093961729844e-03,1.358107545802560665e-06,1.375279643479888625e-01,2.120544557383283548e-04,-3.871944212253837492e-05,2.150230661114749600e-02,-9.284684375451907057e-03,5.890752982140359107e-05,1.826001239045877256e+01,-3.545443829771962197e-03,4.963604725511530126e-03,4.379181249622666333e-02,3.970883780409223927e-03,2.836355063817569758e-03
6.000000000000000888e-01,3.382090447206170108e-02,6.741490757517647236e-05,2.757569799644174550e-05,6.730989834201315386e-03,-2.355745715962337394e-03,3.026174575019364574e-06,1.693202244947867030e-01,2.145909256660644875e-04,-6.466038850150550993e-05,2.226220039551453367e-02,-1.114084920994617457e-02,9.595045684094722076e-05,2.050087505189289061e+01,-5.629416768673178861e-03,7.881165363700549584e-03,4.922050552914446209e-02,6.304932290960439840e-03,4.503533414938543263e-03
6.500000000000000222e-01,4.404219689869084964e-02,7.787892910412663099e-05,4.659346914810936450e-05,7.850233373217215677e-03,-3.010471855220255531e-03,6.074056503895282779e-06,2.044261779505613386e-01,2.079757664035078229e-04,-1.026227022606277092e-04,2.238501438088110265e-02,-1.309381585357722970e-02,1.490945227735523178e-04,2.268860135009770573e+01,-8.533982215013171183e-03,1.194755765297543688e-02,5.453866146650303282e-02,9.558046122380349507e-03,6.827185772010537466e-03
